timestamp(ms),pid_val,time,err,pwm_period,temp,
"1737669893.899","1",,,,,
"1737669893.927",,,"10.78",,,
"1737669893.96",,,,"10",,
"1737669893.981","1",,,,,
"1737669894.009",,,"10.63",,,
"1737669894.038",,,,"10",,
"1737669894.063","1",,,,,
"1737669894.091",,,"10.44",,,
"1737669894.12",,,,"10",,
"1737669894.144","1",,,,,
"1737669894.173",,,"10.63",,,
"1737669894.202",,,,"10",,
"1737669894.227","1",,,,,
"1737669894.255",,,"10.39",,,
"1737669894.284",,,,"10",,
"1737669894.308","1",,,,,
"1737669894.333",,,"10.58",,,
"1737669894.366",,,,"10",,
"1737669894.386","1",,,,,
"1737669894.415",,,"10.68",,,
"1737669894.448",,,,"10",,
"1737669894.468","1",,,,,
"1737669894.497",,,"10.78",,,
"1737669894.525",,,,"10",,
"1737669894.55","1",,,,,
"1737669894.579",,,"10.58",,,
"1737669894.607",,,,"10",,
"1737669894.632","1",,,,,
"1737669894.661",,,"10.54",,,
"1737669894.689",,,,"10",,
"1737669894.714","1",,,,,
"1737669894.742",,,"10.29",,,
"1737669894.771",,,,"10",,
"1737669894.796","1",,,,,
"1737669894.821",,,"10.63",,,
"1737669894.853",,,,"10",,
"1737669894.873","1",,,,,
"1737669894.902",,,"10.63",,,
"1737669894.935",,,,"10",,
"1737669894.955","1",,,,,
"1737669894.984",,,"10.68",,,
"1737669895.013",,,,"10",,
"1737669895.038","1",,,,,
"1737669895.066",,,"10.44",,,
"1737669895.095",,,,"10",,
"1737669895.119","1",,,,,
"1737669895.148",,,"10.54",,,
"1737669895.177",,,,"10",,
"1737669895.201","1",,,,,
"1737669895.226",,,"10.73",,,
"1737669895.259",,,,"10",,
"1737669895.279","1",,,,,
"1737669895.308",,,"10.73",,,
"1737669895.341",,,,"10",,
"1737669895.361","1",,,,,
"1737669895.39",,,"10.73",,,
"1737669895.423",,,,"10",,
"1737669895.443","1",,,,,
"1737669895.471",,,"10.58",,,
"1737669895.5",,,,"10",,
"1737669895.525","1",,,,,
"1737669895.554",,,"10.63",,,
"1737669895.582",,,,"10",,
"1737669895.607","1",,,,,
"1737669895.635",,,"10.49",,,
"1737669895.664",,,,"10",,
"1737669895.689","1",,,,,
"1737669895.713",,,"10.78",,,
"1737669895.746",,,,"10",,
"1737669895.766","1",,,,,
"1737669895.795",,,"10.54",,,
"1737669895.828",,,,"10",,
"1737669895.848","1",,,,,
"1737669895.877",,,"10.49",,,
"1737669895.906",,,,"10",,
"1737669895.93","1",,,,,
"1737669895.959",,,"10.39",,,
"1737669895.988",,,,"10",,
"1737669896.012","1",,,,,
"1737669896.041",,,"10.58",,,
"1737669896.07",,,,"10",,
"1737669896.094","1",,,,,
"1737669896.123",,,"10.78",,,
"1737669896.151",,,,"10",,
"1737669896.176","1",,,,,
"1737669896.201",,,"10.44",,,
"1737669896.233",,,,"10",,
"1737669896.254","1",,,,,
"1737669896.283",,,"10.49",,,
"1737669896.315",,,,"10",,
"1737669896.336","1",,,,,
"1737669896.364",,,"10.58",,,
"1737669896.393",,,,"10",,
"1737669896.418","1",,,,,
"1737669896.446",,,"10.83",,,
"1737669896.475",,,,"10",,
"1737669896.499","1",,,,,
"1737669896.528",,,"10.73",,,
"1737669896.557",,,,"10",,
"1737669896.581","1",,,,,
"1737669896.611",,,"10.68",,,
"1737669896.639",,,,"10",,
"1737669896.659","1",,,,,
"1737669896.688",,,"10.54",,,
"1737669896.721",,,,"10",,
"1737669896.741","1",,,,,
"1737669896.77",,,"10.49",,,
"1737669896.803",,,,"10",,
"1737669896.823","1",,,,,
"1737669896.852",,,"10.58",,,
"1737669896.881",,,,"10",,
"1737669896.905","1",,,,,
"1737669896.934",,,"10.49",,,
"1737669896.962",,,,"10",,
"1737669896.987","1",,,,,
"1737669897.016",,,"10.68",,,
"1737669897.044",,,,"10",,
"1737669897.069","1",,,,,
"1737669897.093",,,"10.68",,,
"1737669897.126",,,,"10",,
"1737669897.147","1",,,,,
"1737669897.175",,,"10.63",,,
"1737669897.208",,,,"10",,
"1737669897.229","1",,,,,
"1737669897.257",,,"10.54",,,
"1737669897.286",,,,"10",,
"1737669897.31","1",,,,,
"1737669897.339",,,"10.58",,,
"1737669897.368",,,,"10",,
"1737669897.392","1",,,,,
"1737669897.421",,,"10.88",,,
"1737669897.45",,,,"10",,
"1737669897.474","1",,,,,
"1737669897.503",,,"10.58",,,
"1737669897.532",,,,"10",,
"1737669897.556","1",,,,,
"1737669897.581",,,"10.63",,,
"1737669897.614",,,,"10",,
"1737669897.634","1",,,,,
"1737669897.663",,,"10.63",,,
"1737669897.695",,,,"10",,
"1737669897.716","1",,,,,
"1737669897.745",,,"10.44",,,
"1737669897.773",,,,"10",,
"1737669897.798","1",,,,,
"1737669897.827",,,"10.49",,,
"1737669897.855",,,,"10",,
"1737669897.88","1",,,,,
"1737669897.908",,,"10.58",,,
"1737669897.937",,,,"10",,
"1737669897.962","1",,,,,
"1737669897.991",,,"10.49",,,
"1737669898.019",,,,"10",,
"1737669898.044","1",,,,,
"1737669898.069",,,"10.34",,,
"1737669898.101",,,,"10",,
"1737669898.122","1",,,,,
"1737669898.15",,,"10.78",,,
"1737669898.183",,,,"10",,
"1737669898.203","1",,,,,
"1737669898.232",,,"10.49",,,
"1737669898.261",,,,"10",,
"1737669898.285","1",,,,,
"1737669898.314",,,"10.63",,,
"1737669898.343",,,,"10",,
"1737669898.367","1",,,,,
"1737669898.396",,,"10.63",,,
"1737669898.425",,,,"10",,
"1737669898.45","1",,,,,
"1737669898.474",,,"10.44",,,
"1737669898.506",,,,"10",,
"1737669898.527","1",,,,,
"1737669898.556",,,"10.63",,,
"1737669898.589",,,,"10",,
"1737669898.609","1",,,,,
"1737669898.638",,,"10.73",,,
"1737669898.67",,,,"10",,
"1737669898.691","1",,,,,
"1737669898.72",,,"10.39",,,
"1737669898.748",,,,"10",,
"1737669898.773","1",,,,,
"1737669898.801",,,"10.58",,,
"1737669898.83",,,,"10",,
"1737669898.855","1",,,,,
"1737669898.883",,,"10.29",,,
"1737669898.912",,,,"10",,
"1737669898.937","1",,,,,
"1737669898.961",,,"10.83",,,
"1737669898.994",,,,"10",,
"1737669899.014","1",,,,,
"1737669899.043",,,"10.58",,,
"1737669899.076",,,,"10",,
"1737669899.096","1",,,,,
"1737669899.125",,,"10.29",,,
"1737669899.154",,,,"10",,
"1737669899.179","1",,,,,
"1737669899.207",,,"10.83",,,
"1737669899.236",,,,"10",,
"1737669899.26","1",,,,,
"1737669899.289",,,"10.44",,,
"1737669899.317",,,,"10",,
"1737669899.342","1",,,,,
"1737669899.371",,,"10.88",,,
"1737669899.399",,,,"10",,
"1737669899.424","1",,,,,
"1737669899.449",,,"10.49",,,
"1737669899.481",,,,"10",,
"1737669899.502","1",,,,,
"1737669899.53",,,"10.49",,,
"1737669899.563",,,,"10",,
"1737669899.584","1",,,,,
"1737669899.612",,,"10.58",,,
"1737669899.642",,,,"10",,
"1737669899.666","1",,,,,
"1737669899.694",,,"10.49",,,
"1737669899.723",,,,"10",,
"1737669899.747","1",,,,,
"1737669899.776",,,"10.44",,,
"1737669899.805",,,,"10",,
"1737669899.829","1",,,,,
"1737669899.858",,,"10.58",,,
"1737669899.887",,,,"10",,
"1737669899.908","1",,,,,
"1737669899.936",,,"10.54",,,
"1737669899.969",,,,"10",,
"1737669899.989","1",,,,,
"1737669900.018",,,"10.68",,,
"1737669900.051",,,,"10",,
"1737669900.071","1",,,,,
"1737669900.1",,,"10.44",,,
"1737669900.129",,,,"10",,
"1737669900.153","1",,,,,
"1737669900.182",,,"10.63",,,
"1737669900.21",,,,"10",,
"1737669900.235","1",,,,,
"1737669900.264",,,"10.44",,,
"1737669900.292",,,,"10",,
"1737669900.317","1",,,,,
"1737669900.341",,,"10.58",,,
"1737669900.374",,,,"10",,
"1737669900.395","1",,,,,
"1737669900.423",,,"10.63",,,
"1737669900.456",,,,"10",,
"1737669900.476","1",,,,,
"1737669900.506",,,"10.68",,,
"1737669900.534",,,,"10",,
"1737669900.559","1",,,,,
"1737669900.587",,,"10.49",,,
"1737669900.616",,,,"10",,
"1737669900.641","1",,,,,
"1737669900.669",,,"10.49",,,
"1737669900.698",,,,"10",,
"1737669900.722","1",,,,,
"1737669900.751",,,"10.44",,,
"1737669900.78",,,,"10",,
"1737669900.804","1",,,,,
"1737669900.829",,,"10.44",,,
"1737669900.862",,,,"10",,
"1737669900.882","1",,,,,
"1737669900.911",,,"10.54",,,
"1737669900.943",,,,"10",,
"1737669900.964","1",,,,,
"1737669900.993",,,"10.39",,,
"1737669901.021",,,,"10",,
"1737669901.046","1",,,,,
"1737669901.075",,,"10.78",,,
"1737669901.103",,,,"10",,
"1737669901.128","1",,,,,
"1737669901.157",,,"10.44",,,
"1737669901.185",,,,"10",,
"1737669901.21","1",,,,,
"1737669901.238",,,"10.63",,,
"1737669901.267",,,,"10",,
"1737669901.292","1",,,,,
"1737669901.316",,,"10.49",,,
"1737669901.349",,,,"10",,
"1737669901.369","1",,,,,
"1737669901.398",,,"10.58",,,
"1737669901.431",,,,"10",,
"1737669901.451","1",,,,,
"1737669901.48",,,"10.58",,,
"1737669901.509",,,,"10",,
"1737669901.533","1",,,,,
"1737669901.562",,,"10.29",,,
"1737669901.591",,,,"10",,
"1737669901.615","1",,,,,
"1737669901.644",,,"10.63",,,
"1737669901.673",,,,"10",,
"1737669901.697","1",,,,,
"1737669901.722",,,"10.29",,,
"1737669901.755",,,,"10",,
"1737669901.775","1",,,,,
"1737669901.804",,,"10.58",,,
"1737669901.836",,,,"10",,
"1737669901.857","1",,,,,
"1737669901.885",,,"10.54",,,
"1737669901.918",,,,"10",,
"1737669901.939","1",,,,,
"1737669901.967",,,"10.49",,,
"1737669901.996",,,,"10",,
"1737669902.021","1",,,,,
"1737669902.049",,,"10.44",,,
"1737669902.078",,,,"10",,
"1737669902.103","1",,,,,
"1737669902.131",,,"10.68",,,
"1737669902.16",,,,"10",,
"1737669902.184","1",,,,,
"1737669902.209",,,"10.39",,,
"1737669902.242",,,,"10",,
"1737669902.262","1",,,,,
"1737669902.291",,,"10.78",,,
"1737669902.324",,,,"10",,
"1737669902.345","1",,,,,
"1737669902.373",,,"10.39",,,
"1737669902.402",,,,"10",,
"1737669902.426","1",,,,,
"1737669902.455",,,"10.73",,,
"1737669902.484",,,,"10",,
"1737669902.508","1",,,,,
"1737669902.537",,,"10.34",,,
"1737669902.565",,,,"10",,
"1737669902.59","1",,,,,
"1737669902.619",,,"10.54",,,
"1737669902.647",,,,"10",,
"1737669902.672","1",,,,,
"1737669902.696",,,"10.44",,,
"1737669902.729",,,,"10",,
"1737669902.75","1",,,,,
"1737669902.778",,,"10.63",,,
"1737669902.811",,,,"10",,
"1737669902.832","1",,,,,
"1737669902.86",,,"10.34",,,
"1737669902.889",,,,"10",,
"1737669902.914","1",,,,,
"1737669902.942",,,"10.68",,,
"1737669902.971",,,,"10",,
"1737669902.995","1",,,,,
"1737669903.024",,,"10.54",,,
"1737669903.053",,,,"10",,
"1737669903.078","1",,,,,
"1737669903.106",,,"10.54",,,
"1737669903.135",,,,"10",,
"1737669903.156","1",,,,,
"1737669903.184",,,"10.63",,,
"1737669903.217",,,,"10",,
"1737669903.237","1",,,,,
"1737669903.266",,,"10.44",,,
"1737669903.298",,,,"10",,
"1737669903.319","1",,,,,
"1737669903.348",,,"10.54",,,
"1737669903.376",,,,"10",,
"1737669903.401","1",,,,,
"1737669903.43",,,"10.44",,,
"1737669903.458",,,,"10",,
"1737669903.483","1",,,,,
"1737669903.512",,,"10.63",,,
"1737669903.54",,,,"10",,
"1737669903.565","1",,,,,
"1737669903.589",,,"10.39",,,
"1737669903.623",,,,"10",,
"1737669903.643","1",,,,,
"1737669903.672",,,"10.63",,,
"1737669903.704",,,,"10",,
"1737669903.725","1",,,,,
"1737669903.753",,,"10.39",,,
"1737669903.782",,,,"10",,
"1737669903.807","1",,,,,
"1737669903.835",,,"10.39",,,
"1737669903.864",,,,"10",,
"1737669903.888","1",,,,,
"1737669903.917",,,"10.54",,,
"1737669903.946",,,,"10",,
"1737669903.97","1",,,,,
"1737669903.999",,,"10.49",,,
"1737669904.028",,,,"10",,
"1737669904.052","1",,,,,
"1737669904.077",,,"10.88",,,
"1737669904.11",,,,"10",,
"1737669904.13","1",,,,,
"1737669904.159",,,"10.44",,,
"1737669904.192",,,,"10",,
"1737669904.212","1",,,,,
"1737669904.241",,,"10.63",,,
"1737669904.27",,,,"10",,
"1737669904.294","1",,,,,
"1737669904.323",,,"10.44",,,
"1737669904.351",,,,"10",,
"1737669904.376","1",,,,,
"1737669904.404",,,"10.54",,,
"1737669904.433",,,,"10",,
"1737669904.458","1",,,,,
"1737669904.486",,,"10.49",,,
"1737669904.515",,,,"10",,
"1737669904.54","1",,,,,
"1737669904.564",,,"10.58",,,
"1737669904.597",,,,"10",,
"1737669904.617","1",,,,,
"1737669904.646",,,"10.54",,,
"1737669904.679",,,,"10",,
"1737669904.699","1",,,,,
"1737669904.728",,,"10.49",,,
"1737669904.757",,,,"10",,
"1737669904.781","1",,,,,
"1737669904.81",,,"10.58",,,
"1737669904.839",,,,"10",,
"1737669904.863","1",,,,,
"1737669904.892",,,"10.44",,,
"1737669904.92",,,,"10",,
"1737669904.945","1",,,,,
"1737669904.97",,,"10.68",,,
"1737669905.002",,,,"10",,
"1737669905.023","1",,,,,
"1737669905.052",,,"10.54",,,
"1737669905.084",,,,"10",,
"1737669905.105","1",,,,,
"1737669905.134",,,"10.54",,,
"1737669905.166",,,,"10",,
"1737669905.187","1",,,,,
"1737669905.215",,,"10.68",,,
"1737669905.244",,,,"10",,
"1737669905.269","1",,,,,
"1737669905.297",,,"10.44",,,
"1737669905.326",,,,"10",,
"1737669905.35","1",,,,,
"1737669905.379",,,"10.73",,,
"1737669905.408",,,,"10",,
"1737669905.432","1",,,,,
"1737669905.457",,,"10.54",,,
"1737669905.49",,,,"10",,
"1737669905.51","1",,,,,
"1737669905.539",,,"10.34",,,
"1737669905.572",,,,"10",,
"1737669905.592","1",,,,,
"1737669905.621",,,"10.63",,,
"1737669905.65",,,,"10",,
"1737669905.674","1",,,,,
"1737669905.703",,,"10.49",,,
"1737669905.732",,,,"10",,
"1737669905.756","1",,,,,
"1737669905.785",,,"10.58",,,
"1737669905.813",,,,"10",,
"1737669905.838","1",,,,,
"1737669905.867",,,"10.49",,,
"1737669905.895",,,,"10",,
"1737669905.92","1",,,,,
"1737669905.944",,,"10.54",,,
"1737669905.977",,,,"10",,
"1737669905.998","1",,,,,
"1737669906.026",,,"10.44",,,
"1737669906.059",,,,"10",,
"1737669906.08","1",,,,,
"1737669906.109",,,"10.39",,,
"1737669906.137",,,,"10",,
"1737669906.162","1",,,,,
"1737669906.191",,,"10.54",,,
"1737669906.219",,,,"10",,
"1737669906.244","1",,,,,
"1737669906.272",,,"10.58",,,
"1737669906.301",,,,"10",,
"1737669906.325","1",,,,,
"1737669906.354",,,"10.54",,,
"1737669906.383",,,,"10",,
"1737669906.403","1",,,,,
"1737669906.432",,,"10.73",,,
"1737669906.465",,,,"10",,
"1737669906.485","1",,,,,
"1737669906.514",,,"10.39",,,
"1737669906.546",,,,"10",,
"1737669906.567","1",,,,,
"1737669906.596",,,"10.44",,,
"1737669906.624",,,,"10",,
"1737669906.649","1",,,,,
"1737669906.678",,,"10.63",,,
"1737669906.707",,,,"10",,
"1737669906.731","1",,,,,
"1737669906.759",,,"10.29",,,
"1737669906.789",,,,"10",,
"1737669906.813","1",,,,,
"1737669906.837",,,"10.58",,,
"1737669906.87",,,,"10",,
"1737669906.891","1",,,,,
"1737669906.919",,,"10.58",,,
"1737669906.952",,,,"10",,
"1737669906.973","1",,,,,
"1737669907.001",,,"10.44",,,
"1737669907.03",,,,"10",,
"1737669907.054","1",,,,,
"1737669907.083",,,"10.63",,,
"1737669907.112",,,,"10",,
"1737669907.136","1",,,,,
"1737669907.165",,,"10.58",,,
"1737669907.194",,,,"10",,
"1737669907.219","1",,,,,
"1737669907.247",,,"10.44",,,
"1737669907.276",,,,"10",,
"1737669907.3","1",,,,,
"1737669907.325",,,"10.68",,,
"1737669907.358",,,,"10",,
"1737669907.378","1",,,,,
"1737669907.407",,,"10.73",,,
"1737669907.44",,,,"10",,
"1737669907.46","1",,,,,
"1737669907.489",,,"10.34",,,
"1737669907.517",,,,"10",,
"1737669907.542","1",,,,,
"1737669907.57",,,"10.73",,,
"1737669907.599",,,,"10",,
"1737669907.624","1",,,,,
"1737669907.652",,,"10.44",,,
"1737669907.681",,,,"10",,
"1737669907.706","1",,,,,
"1737669907.734",,,"10.44",,,
"1737669907.763",,,,"10",,
"1737669907.783","1",,,,,
"1737669907.812",,,"10.68",,,
"1737669907.845",,,,"10",,
"1737669907.865","1",,,,,
"1737669907.894",,,"10.39",,,
"1737669907.927",,,,"10",,
"1737669907.947","1",,,,,
"1737669907.976",,,"10.39",,,
"1737669908.005",,,,"10",,
"1737669908.03","1",,,,,
"1737669908.058",,,"10.73",,,
"1737669908.087",,,,"10",,
"1737669908.111","1",,,,,
"1737669908.14",,,"10.58",,,
"1737669908.169",,,,"10",,
"1737669908.193","1",,,,,
"1737669908.218",,,"10.29",,,
"1737669908.25",,,,"10",,
"1737669908.271","1",,,,,
"1737669908.3",,,"10.63",,,
"1737669908.332",,,,"10",,
"1737669908.353","1",,,,,
"1737669908.381",,,"10.49",,,
"1737669908.414",,,,"10",,
"1737669908.435","1",,,,,
"1737669908.463",,,"10.34",,,
"1737669908.492",,,,"10",,
"1737669908.517","1",,,,,
"1737669908.545",,,"10.78",,,
"1737669908.574",,,,"10",,
"1737669908.598","1",,,,,
"1737669908.628",,,"10.63",,,
"1737669908.656",,,,"10",,
"1737669908.681","1",,,,,
"1737669908.705",,,"10.54",,,
"1737669908.738",,,,"10",,
"1737669908.758","1",,,,,
"1737669908.787",,,"10.63",,,
"1737669908.82",,,,"10",,
"1737669908.84","1",,,,,
"1737669908.869",,,"10.54",,,
"1737669908.898",,,,"10",,
"1737669908.922","1",,,,,
"1737669908.951",,,"10.24",,,
"1737669908.979",,,,"10",,
"1737669909.004","1",,,,,
"1737669909.033",,,"10.63",,,
"1737669909.061",,,,"10",,
"1737669909.086","1",,,,,
"1737669909.115",,,"10.73",,,
"1737669909.143",,,,"10",,
"1737669909.168","1",,,,,
"1737669909.192",,,"10.58",,,
"1737669909.226",,,,"10",,
"1737669909.246","1",,,,,
"1737669909.274",,,"10.49",,,
"1737669909.307",,,,"10",,
"1737669909.327","1",,,,,
"1737669909.356",,,"10.73",,,
"1737669909.385",,,,"10",,
"1737669909.41","1",,,,,
"1737669909.438",,,"10.54",,,
"1737669909.467",,,,"10",,
"1737669909.491","1",,,,,
"1737669909.52",,,"10.44",,,
"1737669909.549",,,,"10",,
"1737669909.573","1",,,,,
"1737669909.602",,,"10.73",,,
"1737669909.631",,,,"10",,
"1737669909.651","1",,,,,
"1737669909.68",,,"10.58",,,
"1737669909.713",,,,"10",,
"1737669909.733","1",,,,,
"1737669909.762",,,"10.29",,,
"1737669909.795",,,,"10",,
"1737669909.815","1",,,,,
"1737669909.844",,,"10.78",,,
"1737669909.873",,,,"10",,
"1737669909.897","1",,,,,
"1737669909.926",,,"10.54",,,
"1737669909.955",,,,"10",,
"1737669909.979","1",,,,,
"1737669910.008",,,"10.34",,,
"1737669910.036",,,,"10",,
"1737669910.061","1",,,,,
"1737669910.085",,,"10.54",,,
"1737669910.118",,,,"10",,
"1737669910.139","1",,,,,
"1737669910.167",,,"10.58",,,
"1737669910.2",,,,"10",,
"1737669910.22","1",,,,,
"1737669910.249",,,"10.58",,,
"1737669910.278",,,,"10",,
"1737669910.302","1",,,,,
"1737669910.331",,,"10.54",,,
"1737669910.36",,,,"10",,
"1737669910.384","1",,,,,
"1737669910.413",,,"10.44",,,
"1737669910.442",,,,"10",,
"1737669910.466","1",,,,,
"1737669910.495",,,"10.68",,,
"1737669910.524",,,,"10",,
"1737669910.548","1",,,,,
"1737669910.573",,,"10.58",,,
"1737669910.606",,,,"10",,
"1737669910.626","1",,,,,
"1737669910.655",,,"10.39",,,
"1737669910.687",,,,"10",,
"1737669910.708","1",,,,,
"1737669910.736",,,"10.49",,,
"1737669910.765",,,,"10",,
"1737669910.79","1",,,,,
"1737669910.818",,,"10.68",,,
"1737669910.847",,,,"10",,
"1737669910.872","1",,,,,
"1737669910.9",,,"10.44",,,
"1737669910.929",,,,"10",,
"1737669910.954","1",,,,,
"1737669910.982",,,"10.24",,,
"1737669911.011",,,,"10",,
"1737669911.031","1",,,,,
"1737669911.06",,,"10.63",,,
"1737669911.093",,,,"10",,
"1737669911.113","1",,,,,
"1737669911.142",,,"10.68",,,
"1737669911.175",,,,"10",,
"1737669911.196","1",,,,,
"1737669911.224",,,"10.54",,,
"1737669911.253",,,,"10",,
"1737669911.277","1",,,,,
"1737669911.306",,,"10.39",,,
"1737669911.335",,,,"10",,
"1737669911.359","1",,,,,
"1737669911.388",,,"10.54",,,
"1737669911.416",,,,"10",,
"1737669911.441","1",,,,,
"1737669911.466",,,"10.73",,,
"1737669911.498",,,,"10",,
"1737669911.519","1",,,,,
"1737669911.547",,,"10.44",,,
"1737669911.58",,,,"10",,
"1737669911.601","1",,,,,
"1737669911.629",,,"10.44",,,
"1737669911.662",,,,"10",,
"1737669911.683","1",,,,,
"1737669911.711",,,"10.54",,,
"1737669911.74",,,,"10",,
"1737669911.765","1",,,,,
"1737669911.793",,,"10.54",,,
"1737669911.822",,,,"10",,
"1737669911.847","1",,,,,
"1737669911.875",,,"10.63",,,
"1737669911.904",,,,"10",,
"1737669911.929","1",,,,,
"1737669911.953",,,"10.58",,,
"1737669911.986",,,,"10",,
"1737669912.007","1",,,,,
"1737669912.035",,,"10.44",,,
"1737669912.068",,,,"10",,
"1737669912.088","1",,,,,
"1737669912.117",,,"10.49",,,
"1737669912.145",,,,"10",,
"1737669912.17","1",,,,,
"1737669912.199",,,"10.73",,,
"1737669912.227",,,,"10",,
"1737669912.252","1",,,,,
"1737669912.281",,,"10.73",,,
"1737669912.309",,,,"10",,
"1737669912.334","1",,,,,
"1737669912.363",,,"10.39",,,
"1737669912.392",,,,"10",,
"1737669912.416","1",,,,,
"1737669912.44",,,"10.49",,,
"1737669912.473",,,,"10",,
"1737669912.494","1",,,,,
"1737669912.523",,,"10.54",,,
"1737669912.555",,,,"10",,
"1737669912.576","1",,,,,
"1737669912.604",,,"10.44",,,
"1737669912.633",,,,"10",,
"1737669912.658","1",,,,,
"1737669912.686",,,"10.63",,,
"1737669912.715",,,,"10",,
"1737669912.739","1",,,,,
"1737669912.768",,,"10.44",,,
"1737669912.797",,,,"10",,
"1737669912.821","1",,,,,
"1737669912.85",,,"10.39",,,
"1737669912.879",,,,"10",,
"1737669912.899","1",,,,,
"1737669912.928",,,"10.49",,,
"1737669912.961",,,,"10",,
"1737669912.981","1",,,,,
"1737669913.01",,,"10.54",,,
"1737669913.043",,,,"10",,
"1737669913.063","1",,,,,
"1737669913.092",,,"10.54",,,
"1737669913.12",,,,"10",,
"1737669913.145","1",,,,,
"1737669913.174",,,"10.34",,,
"1737669913.202",,,,"10",,
"1737669913.227","1",,,,,
"1737669913.255",,,"10.49",,,
"1737669913.284",,,,"10",,
"1737669913.309","1",,,,,
"1737669913.333",,,"10.39",,,
"1737669913.366",,,,"10",,
"1737669913.386","1",,,,,
"1737669913.415",,,"10.58",,,
"1737669913.448",,,,"10",,
"1737669913.468","1",,,,,
"1737669913.497",,,"10.58",,,
"1737669913.526",,,,"10",,
"1737669913.55","1",,,,,
"1737669913.579",,,"10.68",,,
"1737669913.608",,,,"10",,
"1737669913.632","1",,,,,
"1737669913.661",,,"10.44",,,
"1737669913.69",,,,"10",,
"1737669913.714","1",,,,,
"1737669913.743",,,"10.34",,,
"1737669913.772",,,,"10",,
"1737669913.796","1",,,,,
"1737669913.821",,,"10.49",,,
"1737669913.853",,,,"10",,
"1737669913.874","1",,,,,
"1737669913.903",,,"10.49",,,
"1737669913.935",,,,"10",,
"1737669913.956","1",,,,,
"1737669913.984",,,"10.58",,,
"1737669914.013",,,,"10",,
"1737669914.038","1",,,,,
"1737669914.066",,,"10.63",,,
"1737669914.095",,,,"10",,
"1737669914.12","1",,,,,
"1737669914.148",,,"10.49",,,
"1737669914.177",,,,"10",,
"1737669914.202","1",,,,,
"1737669914.231",,,"10.44",,,
"1737669914.259",,,,"10",,
"1737669914.279","1",,,,,
"1737669914.308",,,"10.49",,,
"1737669914.341",,,,"10",,
"1737669914.361","1",,,,,
"1737669914.39",,,"10.44",,,
"1737669914.423",,,,"10",,
"1737669914.443","1",,,,,
"1737669914.472",,,"10.44",,,
"1737669914.501",,,,"10",,
"1737669914.525","1",,,,,
"1737669914.554",,,"10.54",,,
"1737669914.582",,,,"10",,
"1737669914.607","1",,,,,
"1737669914.636",,,"10.68",,,
"1737669914.664",,,,"10",,
"1737669914.689","1",,,,,
"1737669914.713",,,"10.58",,,
"1737669914.746",,,,"10",,
"1737669914.767","1",,,,,
"1737669914.795",,,"10.29",,,
"1737669914.828",,,,"10",,
"1737669914.849","1",,,,,
"1737669914.877",,,"10.34",,,
"1737669914.91",,,,"10",,
"1737669914.931","1",,,,,
"1737669914.96",,,"10.49",,,
"1737669914.988",,,,"10",,
"1737669915.012","1",,,,,
"1737669915.041",,,"10.39",,,
"1737669915.07",,,,"10",,
"1737669915.095","1",,,,,
"1737669915.123",,,"10.39",,,
"1737669915.152",,,,"10",,
"1737669915.176","1",,,,,
"1737669915.201",,,"10.63",,,
"1737669915.234",,,,"10",,
"1737669915.254","1",,,,,
"1737669915.283",,,"10.63",,,
"1737669915.316",,,,"10",,
"1737669915.336","1",,,,,
"1737669915.365",,,"10.49",,,
"1737669915.393",,,,"10",,
"1737669915.418","1",,,,,
"1737669915.447",,,"10.44",,,
"1737669915.476",,,,"10",,
"1737669915.5","1",,,,,
"1737669915.529",,,"10.54",,,
"1737669915.558",,,,"10",,
"1737669915.582","1",,,,,
"1737669915.611",,,"10.49",,,
"1737669915.639",,,,"10",,
"1737669915.664","1",,,,,
"1737669915.689",,,"10.49",,,
"1737669915.721",,,,"10",,
"1737669915.742","1",,,,,
"1737669915.77",,,"10.73",,,
"1737669915.803",,,,"10",,
"1737669915.824","1",,,,,
"1737669915.852",,,"10.63",,,
"1737669915.881",,,,"10",,
"1737669915.905","1",,,,,
"1737669915.934",,,"10.68",,,
"1737669915.963",,,,"10",,
"1737669915.987","1",,,,,
"1737669916.016",,,"10.58",,,
"1737669916.045",,,,"10",,
"1737669916.069","1",,,,,
"1737669916.098",,,"10.63",,,
"1737669916.127",,,,"10",,
"1737669916.147","1",,,,,
"1737669916.176",,,"10.49",,,
"1737669916.208",,,,"10",,
"1737669916.229","1",,,,,
"1737669916.258",,,"10.39",,,
"1737669916.29",,,,"10",,
"1737669916.311","1",,,,,
"1737669916.34",,,"10.34",,,
"1737669916.368",,,,"10",,
"1737669916.393","1",,,,,
"1737669916.421",,,"10.49",,,
"1737669916.45",,,,"10",,
"1737669916.475","1",,,,,
"1737669916.503",,,"10.44",,,
"1737669916.532",,,,"10",,
"1737669916.557","1",,,,,
"1737669916.581",,,"10.44",,,
"1737669916.614",,,,"10",,
"1737669916.634","1",,,,,
"1737669916.663",,,"10.68",,,
"1737669916.696",,,,"10",,
"1737669916.716","1",,,,,
"1737669916.745",,,"10.68",,,
"1737669916.774",,,,"10",,
"1737669916.798","1",,,,,
"1737669916.827",,,"10.68",,,
"1737669916.856",,,,"10",,
"1737669916.88","1",,,,,
"1737669916.909",,,"10.58",,,
"1737669916.938",,,,"10",,
"1737669916.962","1",,,,,
"1737669916.991",,,"10.58",,,
"1737669917.02",,,,"10",,
